TRansaction_Id,customer_Id,Date,Deb/Cre,amount,summary
711470,2433,6-Nov-2016,DEBIT,500,DONE
695251,2378,7-Nov-2016,DEBIT,19136,DONE
695562,2378,7-Nov-2016,CREDIT,33900,COMPLETED
299430,1019,7-Nov-2016,DEBIT,4100,DONE
136148,456,7-Nov-2016,CREDIT,10500,COMPLETED
137124,459,7-Nov-2016,DEBIT,13400,DONE
227105,772,7-Nov-2016,CREDIT,600,COMPLETED
1450014,4937,7-Nov-2016,DEBIT,700,DONE
622627,2124,7-Nov-2016,DEBIT,500,DONE
3403038,11295,7-Nov-2016,DEBIT,3700,DONE
94644,322,7-Nov-2016,DEBIT,1000,DONE
929608,3168,7-Nov-2016,DEBIT,1000,DONE
452238,1536,8-Nov-2016,DEBIT,100,DONE
785632,2676,8-Nov-2016,DEBIT,3300,DONE
1273262,4355,8-Nov-2016,DEBIT,800,DONE
871809,2970,8-Nov-2016,DEBIT,9400,DONE
1039106,3554,8-Nov-2016,DEBIT,45925,DONE
1313153,4484,9-Nov-2016,DEBIT,41740,DONE
700133,2396,9-Nov-2016,DEBIT,500,DONE
84101,280,9-Nov-2016,DEBIT,6200,DONE
708372,2425,9-Nov-2016,DEBIT,8000,DONE
491813,1678,9-Nov-2016,DEBIT,200,DONE
269812,925,10-Nov-2016,DEBIT,500,DONE
1183399,4055,10-Nov-2016,DEBIT,3100,DONE
293959,1005,10-Nov-2016,DEBIT,300,DONE
1313160,4484,10-Nov-2016,DEBIT,31332,DONE
1313408,4484,10-Nov-2016,CREDIT,62100,COMPLETED
618167,2110,10-Nov-2016,DEBIT,600,DONE
2810462,9307,10-Nov-2016,DEBIT,7100,DONE
2797779,9265,10-Nov-2016,DEBIT,28361,DONE
1486385,5065,10-Nov-2016,CREDIT,4000,COMPLETED
204963,697,10-Nov-2016,DEBIT,200,DONE
1736950,5891,11-Nov-2016,CREDIT,4500,COMPLETED
142592,477,11-Nov-2016,DEBIT,900,DONE
400895,1366,11-Nov-2016,DEBIT,900,DONE
914518,3117,11-Nov-2016,DEBIT,900,DONE
307761,1050,11-Nov-2016,DEBIT,1000,DONE
292547,1000,11-Nov-2016,CREDIT,1500,COMPLETED
655852,2242,12-Nov-2016,DEBIT,300,DONE
511638,1750,12-Nov-2016,CREDIT,2500,COMPLETED
594521,2023,12-Nov-2016,DEBIT,2700,DONE
484359,1649,12-Nov-2016,DEBIT,11000,DONE
167889,562,12-Nov-2016,DEBIT,300,DONE
58944,197,12-Nov-2016,DEBIT,800,DONE
1578988,5369,12-Nov-2016,DEBIT,900,DONE
1911147,6473,12-Nov-2016,CREDIT,8900,COMPLETED
1910783,6473,12-Nov-2016,DEBIT,23990,DONE
783618,2670,13-Nov-2016,CREDIT,1400,COMPLETED
148417,496,13-Nov-2016,DEBIT,800,DONE
752168,2566,13-Nov-2016,DEBIT,10700,DONE
330947,1127,13-Nov-2016,DEBIT,1800,DONE
2242710,7401,13-Nov-2016,DEBIT,1100,DONE
2432,9,13-Nov-2016,DEBIT,10900,DONE
276,2,13-Nov-2016,DEBIT,1100,DONE
537461,1829,14-Nov-2016,DEBIT,900,DONE
127567,428,14-Nov-2016,DEBIT,200,DONE
1256736,4296,14-Nov-2016,DEBIT,5200,DONE
1068640,3651,14-Nov-2016,DEBIT,800,DONE
726514,2486,14-Nov-2016,DEBIT,200,DONE
494941,1688,14-Nov-2016,DEBIT,800,DONE
883003,3008,14-Nov-2016,DEBIT,200,DONE
2780386,9203,14-Nov-2016,DEBIT,900,DONE
851694,2902,14-Nov-2016,DEBIT,3900,DONE
462811,1575,14-Nov-2016,DEBIT,900,DONE
105733,361,14-Nov-2016,DEBIT,600,DONE
519751,1775,14-Nov-2016,DEBIT,900,DONE
3564254,1019,15-Nov-2016,DEBIT,33.4,
3563618,1000,15-Nov-2016,DEBIT,22.4,
3562938,982,15-Nov-2016,DEBIT,18.7,
695490,2378,15-Nov-2016,CREDIT,14.6,COMPLETED
3591422,1844,15-Nov-2016,DEBIT,15.6,
3617491,2632,15-Nov-2016,DEBIT,121.8,
3618041,2647,15-Nov-2016,DEBIT,35.1,
3618818,2670,15-Nov-2016,DEBIT,10.8,
3619030,2676,15-Nov-2016,DEBIT,22.3,
3673340,5891,15-Nov-2016,DEBIT,21.6,
3580975,1536,15-Nov-2016,DEBIT,31,
3578972,1477,15-Nov-2016,DEBIT,9.8,
3579544,1493,15-Nov-2016,DEBIT,21.7,
3559698,890,15-Nov-2016,DEBIT,23,
3558799,866,15-Nov-2016,DEBIT,103.2,
3561686,943,15-Nov-2016,DEBIT,13.7,
3558613,862,15-Nov-2016,DEBIT,139.2,
3453600,6473,15-Nov-2016,DEBIT,102,
3509732,9265,15-Nov-2016,DEBIT,21.3,
3520588,10364,15-Nov-2016,DEBIT,38.3,
3574568,1338,15-Nov-2016,DEBIT,160,
3654667,3760,15-Nov-2016,DEBIT,110.5,
3659415,3909,15-Nov-2016,DEBIT,58.6,
3656580,3818,15-Nov-2016,DEBIT,83.4,
3657066,3834,15-Nov-2016,DEBIT,34.7,
3460368,374,15-Nov-2016,DEBIT,68.6,
3458834,11295,15-Nov-2016,DEBIT,31,
3456845,9635,15-Nov-2016,DEBIT,20.3,
3459107,9,15-Nov-2016,DEBIT,5.4,
3553662,704,15-Nov-2016,DEBIT,89.3,
3552057,652,15-Nov-2016,DEBIT,110.6,
3551094,627,15-Nov-2016,DEBIT,61.5,
3652281,3693,15-Nov-2016,DEBIT,2.9,
3629868,3007,15-Nov-2016,DEBIT,72.7,
3585453,1675,15-Nov-2016,DEBIT,13.7,
3583849,1628,15-Nov-2016,DEBIT,20.7,
3584202,1637,15-Nov-2016,DEBIT,25.9,
3589600,1801,15-Nov-2016,DEBIT,2.9,
3586192,1695,15-Nov-2016,DEBIT,50.1,
3587929,1750,15-Nov-2016,DEBIT,14,
3587146,1726,15-Nov-2016,DEBIT,110,
3614522,2543,15-Nov-2016,DEBIT,16.2,
3615569,2574,15-Nov-2016,DEBIT,39,
3643350,3424,15-Nov-2016,DEBIT,73.8,
3449863,4034,15-Nov-2016,DEBIT,23.7,
3546684,485,15-Nov-2016,DEBIT,249,
3549614,576,15-Nov-2016,DEBIT,29.6,
3598961,2070,15-Nov-2016,DEBIT,3,
3599468,2087,15-Nov-2016,DEBIT,117.3,
3600404,2122,15-Nov-2016,DEBIT,199,
3468211,4055,15-Nov-2016,DEBIT,21.1,
3466390,3554,15-Nov-2016,DEBIT,57.9,
3467902,3983,15-Nov-2016,DEBIT,53.1,
3466050,3510,15-Nov-2016,DEBIT,99.3,
3447022,1539,15-Nov-2016,DEBIT,150.6,
3444293,2099,15-Nov-2016,DEBIT,220,
3448084,2585,15-Nov-2016,DEBIT,38,
3444481,5065,15-Nov-2016,DEBIT,26.2,
3602139,2177,15-Nov-2016,DEBIT,24.7,
3604749,2256,15-Nov-2016,DEBIT,12.9,
3539843,280,15-Nov-2016,DEBIT,19.3,
3542018,346,15-Nov-2016,DEBIT,62,
621768,2122,15-Nov-2016,DEBIT,39285,DONE
3567644,1127,15-Nov-2016,DEBIT,11.5,
3567897,1132,15-Nov-2016,DEBIT,146.1,
3595507,1966,15-Nov-2016,DEBIT,47.9,
3594125,1926,15-Nov-2016,DEBIT,54.6,
3597518,2023,15-Nov-2016,DEBIT,15.7,
3595784,1972,15-Nov-2016,DEBIT,23.7,
3648652,3592,15-Nov-2016,DEBIT,27.5,
3646189,3514,15-Nov-2016,DEBIT,13.1,
3645342,3487,15-Nov-2016,DEBIT,111.9,
3556398,793,15-Nov-2016,DEBIT,17.5,
3556862,813,15-Nov-2016,DEBIT,35.5,
3555839,772,15-Nov-2016,DEBIT,32,
527456,1801,15-Nov-2016,DEBIT,18972,DONE
1081627,3693,15-Nov-2016,DEBIT,3200,DONE
3537488,212,15-Nov-2016,DEBIT,52.1,
1450025,4937,15-Nov-2016,DEBIT,44455,DONE
3607856,2357,15-Nov-2016,DEBIT,30.1,
3608593,2378,15-Nov-2016,DEBIT,344.8,
3609128,2393,15-Nov-2016,DEBIT,84.8,
3608664,2379,15-Nov-2016,DEBIT,55.9,
3610110,2425,15-Nov-2016,DEBIT,18.5,
3610581,2434,15-Nov-2016,DEBIT,12.6,
3612140,2484,15-Nov-2016,DEBIT,117.6,
3669815,5270,15-Nov-2016,DEBIT,268.5,
3671894,5622,15-Nov-2016,DEBIT,90.2,
3667903,4937,15-Nov-2016,DEBIT,6.7,
3492040,7753,15-Nov-2016,DEBIT,119.6,
3479817,9307,15-Nov-2016,DEBIT,25.8,
3479717,9265,15-Nov-2016,DEBIT,25.6,
3543739,401,15-Nov-2016,DEBIT,34.1,
3546414,477,15-Nov-2016,DEBIT,13.6,
3544121,411,15-Nov-2016,DEBIT,42.2,
3546052,465,15-Nov-2016,DEBIT,44.1,
3545699,456,15-Nov-2016,DEBIT,50.9,
3572389,1276,15-Nov-2016,DEBIT,84.3,
3469665,4296,15-Nov-2016,DEBIT,7.2,
3470805,4484,15-Nov-2016,DEBIT,70,
3469151,4240,15-Nov-2016,DEBIT,88,
3528743,11265,15-Nov-2016,DEBIT,43.9,
3529064,11295,15-Nov-2016,DEBIT,27.6,
3626470,2902,15-Nov-2016,DEBIT,7.2,
3627126,2925,15-Nov-2016,DEBIT,70.4,
3628744,2970,15-Nov-2016,DEBIT,23.2,
3625748,2881,15-Nov-2016,DEBIT,65.2,
3625863,2884,15-Nov-2016,DEBIT,18.5,
3627197,2926,15-Nov-2016,DEBIT,48.1,
608427,2070,15-Nov-2016,DEBIT,7700,DONE
1190945,4078,27-Jan-2017,DEBIT,2500,DONE
542076,1843,27-Jan-2017,DEBIT,3900,DONE
71666,239,27-Jan-2017,DEBIT,300,DONE
797025,2714,27-Jan-2017,DEBIT,10800,DONE
695563,2378,28-Jan-2017,CREDIT,21400,COMPLETED
968613,3302,28-Jan-2017,DEBIT,700,DONE
810834,2763,28-Jan-2017,DEBIT,33035,DONE
207643,704,28-Jan-2017,CREDIT,8900,COMPLETED
1117692,3818,28-Jan-2017,CREDIT,4200,COMPLETED
695254,2378,29-Jan-2017,DEBIT,7077,DONE
502369,1713,29-Jan-2017,DEBIT,700,DONE
123329,415,29-Jan-2017,DEBIT,400,DONE
315547,1077,29-Jan-2017,DEBIT,1000,DONE
1208386,4134,29-Jan-2017,DEBIT,500,DONE
1028504,3513,29-Jan-2017,DEBIT,500,DONE
771485,2632,29-Jan-2017,CREDIT,6900,COMPLETED
615551,2099,29-Jan-2017,DEBIT,30557,DONE
1730741,5868,30-Jan-2017,DEBIT,10200,DONE
453139,1539,30-Jan-2017,CREDIT,13400,COMPLETED
145022,485,30-Jan-2017,CREDIT,8100,COMPLETED
144543,485,30-Jan-2017,DEBIT,18451,DONE
754530,2574,30-Jan-2017,DEBIT,2900,DONE
726267,2484,30-Jan-2017,CREDIT,8100,COMPLETED
497554,1695,30-Jan-2017,DEBIT,5200,DONE
529625,1805,30-Jan-2017,DEBIT,9500,DONE
882873,3007,30-Jan-2017,DEBIT,900,DONE
1450026,4937,30-Jan-2017,DEBIT,8813,DONE
2797781,9265,30-Jan-2017,DEBIT,37305,DONE
404590,1378,30-Jan-2017,DEBIT,1100,DONE
505751,1726,30-Jan-2017,CREDIT,3200,COMPLETED
251559,862,30-Jan-2017,CREDIT,10700,COMPLETED
712153,2434,30-Jan-2017,DEBIT,10600,DONE
732241,2503,31-Jan-2017,DEBIT,600,DONE
332727,1132,31-Jan-2017,CREDIT,11800,COMPLETED
145128,485,31-Jan-2017,CREDIT,25300,COMPLETED
537878,1830,31-Jan-2017,DEBIT,11538,DONE
783293,2670,31-Jan-2017,DEBIT,24381,DONE
637744,2177,31-Jan-2017,DEBIT,5123,COMPLETED
400898,1366,31-Jan-2017,DEBIT,7626,DONE
1157042,3960,31-Jan-2017,DEBIT,4807,COMPLETED
330662,1127,31-Jan-2017,DEBIT,23330,DONE
685666,2342,31-Jan-2017,DEBIT,3247,COMPLETED
1313409,4484,31-Jan-2017,CREDIT,8900,COMPLETED
2442346,8051,31-Jan-2017,DEBIT,26040,COMPLETED
560901,1909,31-Jan-2017,DEBIT,3191,COMPLETED
166981,559,31-Jan-2017,DEBIT,300,DONE
73512,244,31-Jan-2017,DEBIT,3972,COMPLETED
110537,374,31-Jan-2017,DEBIT,23041,COMPLETED
498392,1699,31-Jan-2017,DEBIT,5224,COMPLETED
700136,2396,31-Jan-2017,DEBIT,4203,COMPLETED
529775,1806,31-Jan-2017,DEBIT,5029,COMPLETED
224345,764,31-Jan-2017,DEBIT,6238,COMPLETED
232963,793,31-Jan-2017,DEBIT,3401,COMPLETED
1910797,6473,31-Jan-2017,DEBIT,42227,DONE
1935476,6555,31-Jan-2017,DEBIT,300,DONE
851328,2902,31-Jan-2017,DEBIT,20213,DONE
846310,2881,31-Jan-2017,DEBIT,2700,DONE
3393741,11265,31-Jan-2017,DEBIT,7618,DONE
101389,346,31-Jan-2017,DEBIT,19935,DONE
710069,2429,31-Jan-2017,DEBIT,14609,DONE
711473,2433,31-Jan-2017,DEBIT,4718,COMPLETED
655855,2242,1-Feb-2017,DEBIT,43493,COMPLETED
336634,1144,1-Feb-2017,DEBIT,3375,COMPLETED
333299,1134,1-Feb-2017,DEBIT,11970,DONE
144776,485,1-Feb-2017,CREDIT,1591,DONE
139101,465,1-Feb-2017,DEBIT,6800,DONE
137466,461,1-Feb-2017,DEBIT,6388,COMPLETED
119438,401,1-Feb-2017,DEBIT,12817,DONE
256849,882,1-Feb-2017,DEBIT,300,DONE
218878,744,1-Feb-2017,DEBIT,400,DONE
58947,197,1-Feb-2017,DEBIT,21718,DONE
57436,192,1-Feb-2017,DEBIT,5859,COMPLETED
621772,2122,1-Feb-2017,DEBIT,7597,DONE
883006,3008,1-Feb-2017,DEBIT,6934,COMPLETED
275309,943,1-Feb-2017,DEBIT,3217,COMPLETED
1163523,3983,1-Feb-2017,DEBIT,14626,DONE
1163704,3983,1-Feb-2017,CREDIT,200,COMPLETED
2798252,9265,1-Feb-2017,CREDIT,19000,COMPLETED
285075,979,1-Feb-2017,DEBIT,17914,DONE
286075,982,1-Feb-2017,DEBIT,4550,DONE
1132665,3871,1-Feb-2017,DEBIT,4356,COMPLETED
840174,2861,1-Feb-2017,DEBIT,5915,COMPLETED
1578991,5369,1-Feb-2017,DEBIT,5643,DONE
506453,1730,1-Feb-2017,DEBIT,6689,COMPLETED
192367,652,1-Feb-2017,CREDIT,4800,COMPLETED
105736,361,1-Feb-2017,DEBIT,23638,DONE
655275,2241,2-Feb-2017,DEBIT,11584,DONE
695341,2378,2-Feb-2017,CREDIT,9612,DONE
26045,86,2-Feb-2017,DEBIT,800,DONE
42523,142,2-Feb-2017,DEBIT,4555,COMPLETED
1108944,3787,2-Feb-2017,DEBIT,20950,DONE
1176388,4034,2-Feb-2017,DEBIT,5080,DONE
649668,2220,2-Feb-2017,DEBIT,6153,COMPLETED
144848,485,2-Feb-2017,CREDIT,3572,DONE
129505,435,2-Feb-2017,DEBIT,5039,COMPLETED
138715,465,2-Feb-2017,DEBIT,12785,COMPLETED
347546,1179,2-Feb-2017,DEBIT,4212,COMPLETED
148420,496,2-Feb-2017,DEBIT,5404,DONE
122540,411,2-Feb-2017,DEBIT,2900,DONE
541684,1843,2-Feb-2017,DEBIT,17632,COMPLETED
542218,1844,2-Feb-2017,DEBIT,3242,COMPLETED
682549,2330,2-Feb-2017,DEBIT,3395,COMPLETED
260044,890,2-Feb-2017,DEBIT,10700,DONE
1068643,3651,2-Feb-2017,DEBIT,5081,COMPLETED
566014,1926,2-Feb-2017,DEBIT,3900,DONE
1028983,3514,2-Feb-2017,DEBIT,3399,COMPLETED
579376,1972,2-Feb-2017,DEBIT,5298,COMPLETED
469894,1601,2-Feb-2017,DEBIT,4042,COMPLETED
3122927,10364,2-Feb-2017,DEBIT,14493,DONE
286583,982,2-Feb-2017,DEBIT,8200,DONE
292056,1000,2-Feb-2017,DEBIT,31348,COMPLETED
737261,2519,2-Feb-2017,DEBIT,5544,COMPLETED
2775582,9188,2-Feb-2017,DEBIT,12710,COMPLETED
893648,3047,2-Feb-2017,DEBIT,3474,COMPLETED
462814,1575,2-Feb-2017,DEBIT,5448,COMPLETED
185061,627,2-Feb-2017,DEBIT,700,DONE
519754,1775,2-Feb-2017,DEBIT,6932,COMPLETED
454772,1545,3-Feb-2017,DEBIT,200,DONE
242369,830,3-Feb-2017,DEBIT,16623,DONE
144704,485,3-Feb-2017,CREDIT,7421,DONE
781998,2666,3-Feb-2017,DEBIT,600,DONE
1238920,4240,3-Feb-2017,DEBIT,27666,COMPLETED
1149991,3935,3-Feb-2017,DEBIT,1000,DONE
117636,396,3-Feb-2017,DEBIT,1000,DONE
123332,415,3-Feb-2017,DEBIT,13110,DONE
434655,1477,3-Feb-2017,DEBIT,3151,COMPLETED
789769,2694,3-Feb-2017,DEBIT,700,DONE
294483,1006,3-Feb-2017,DEBIT,3737,COMPLETED
330234,1126,3-Feb-2017,DEBIT,1100,DONE
1028005,3510,3-Feb-2017,CREDIT,300,COMPLETED
374592,1276,3-Feb-2017,DEBIT,6774,DONE
375033,1276,3-Feb-2017,CREDIT,2200,COMPLETED
1091934,3734,3-Feb-2017,DEBIT,1000,DONE
699589,2393,3-Feb-2017,CREDIT,2500,COMPLETED
882364,3007,3-Feb-2017,DEBIT,22452,DONE
275678,944,3-Feb-2017,DEBIT,16927,DONE
275675,944,3-Feb-2017,DEBIT,500,DONE
716041,2453,3-Feb-2017,DEBIT,400,DONE
251236,862,3-Feb-2017,DEBIT,44333,COMPLETED
3402667,11295,3-Feb-2017,DEBIT,18347,DONE
929611,3168,3-Feb-2017,DEBIT,6303,COMPLETED
710437,2429,3-Feb-2017,DEBIT,5100,DONE
269815,925,4-Feb-2017,DEBIT,18500,DONE
298981,1019,4-Feb-2017,DEBIT,19746,DONE
1344903,4596,4-Feb-2017,DEBIT,700,DONE
293962,1005,4-Feb-2017,DEBIT,34483,COMPLETED
332447,1132,4-Feb-2017,DEBIT,48098,COMPLETED
259750,890,4-Feb-2017,DEBIT,7041,DONE
727884,2489,4-Feb-2017,DEBIT,900,DONE
2442701,8051,4-Feb-2017,CREDIT,700,COMPLETED
858387,2926,4-Feb-2017,DEBIT,10584,DONE
1208389,4134,4-Feb-2017,DEBIT,9556,DONE
810833,2763,4-Feb-2017,DEBIT,31986,DONE
1091937,3734,4-Feb-2017,DEBIT,4939,DONE
63715,212,4-Feb-2017,DEBIT,49590,COMPLETED
581702,1979,4-Feb-2017,DEBIT,3021,COMPLETED
494944,1688,4-Feb-2017,DEBIT,5439,COMPLETED
771038,2632,4-Feb-2017,DEBIT,14264,DONE
612714,2087,4-Feb-2017,CREDIT,6500,COMPLETED
1084399,3704,4-Feb-2017,DEBIT,6242,COMPLETED
1080840,3691,4-Feb-2017,DEBIT,6540,COMPLETED
622122,2122,4-Feb-2017,CREDIT,28500,COMPLETED
849720,2895,4-Feb-2017,DEBIT,300,DONE
192099,652,4-Feb-2017,DEBIT,13851,DONE
1021464,3487,4-Feb-2017,CREDIT,3800,COMPLETED
1117250,3818,4-Feb-2017,DEBIT,17366,DONE
655711,2241,5-Feb-2017,DEBIT,8700,DONE
695723,2379,5-Feb-2017,DEBIT,5072,DONE
2350078,7753,5-Feb-2017,CREDIT,12000,COMPLETED
242557,830,5-Feb-2017,DEBIT,2100,DONE
135817,456,5-Feb-2017,DEBIT,47831,COMPLETED
775971,2647,5-Feb-2017,DEBIT,12015,DONE
776274,2647,5-Feb-2017,DEBIT,1600,DONE
538175,1830,5-Feb-2017,DEBIT,7700,DONE
571259,1944,5-Feb-2017,DEBIT,17980,DONE
1239177,4240,5-Feb-2017,CREDIT,14300,COMPLETED
968616,3302,5-Feb-2017,DEBIT,3008,COMPLETED
577122,1965,5-Feb-2017,DEBIT,12200,DONE
1657645,5622,5-Feb-2017,CREDIT,14900,COMPLETED
749326,2555,5-Feb-2017,DEBIT,1100,DONE
749329,2555,5-Feb-2017,DEBIT,19022,DONE
789772,2694,5-Feb-2017,DEBIT,17585,DONE
294997,1006,5-Feb-2017,DEBIT,11300,DONE
256852,882,5-Feb-2017,DEBIT,11587,DONE
708084,2425,5-Feb-2017,DEBIT,8905,DONE
594017,2023,5-Feb-2017,DEBIT,23524,DONE
73950,244,5-Feb-2017,DEBIT,10100,DONE
110786,374,5-Feb-2017,CREDIT,11900,COMPLETED
1049884,3592,5-Feb-2017,DEBIT,6007,COMPLETED
2776158,9188,5-Feb-2017,DEBIT,3700,DONE
847084,2884,5-Feb-2017,DEBIT,8300,DONE
92883,317,5-Feb-2017,DEBIT,800,DONE
92886,317,5-Feb-2017,DEBIT,5922,COMPLETED
696165,2379,6-Feb-2017,CREDIT,2600,COMPLETED
26048,86,6-Feb-2017,DEBIT,3243,COMPLETED
29110,96,6-Feb-2017,DEBIT,44221,COMPLETED
333669,1134,6-Feb-2017,DEBIT,8200,DONE
649066,2219,6-Feb-2017,DEBIT,400,DONE
237652,813,6-Feb-2017,DEBIT,12154,COMPLETED
1190755,4078,6-Feb-2017,DEBIT,23736,DONE
147446,494,6-Feb-2017,DEBIT,400,DONE
511267,1750,6-Feb-2017,DEBIT,24863,DONE
858266,2925,6-Feb-2017,CREDIT,1900,COMPLETED
171815,576,6-Feb-2017,DEBIT,6207,COMPLETED
887177,3026,6-Feb-2017,DEBIT,20740,DONE
756207,2581,6-Feb-2017,DEBIT,500,DONE
506839,1731,6-Feb-2017,DEBIT,4758,COMPLETED
846796,2884,6-Feb-2017,DEBIT,5810,DONE
204966,697,6-Feb-2017,DEBIT,22067,DONE
253163,866,6-Feb-2017,CREDIT,8400,COMPLETED
252647,866,6-Feb-2017,DEBIT,12644,DONE
184684,627,6-Feb-2017,DEBIT,22349,DONE
491816,1678,6-Feb-2017,DEBIT,23116,DONE
1736610,5891,7-Feb-2017,DEBIT,32594,COMPLETED
34884,112,7-Feb-2017,DEBIT,200,DONE
451893,1536,7-Feb-2017,DEBIT,25609,COMPLETED
237946,813,7-Feb-2017,DEBIT,700,DONE
1074957,3674,7-Feb-2017,DEBIT,1000,DONE
1183179,4055,7-Feb-2017,DEBIT,20281,DONE
671440,2293,7-Feb-2017,DEBIT,6745,COMPLETED
537464,1829,7-Feb-2017,DEBIT,7429,DONE
394000,1338,7-Feb-2017,CREDIT,2400,COMPLETED
782001,2666,7-Feb-2017,DEBIT,2901,COMPLETED
127570,428,7-Feb-2017,DEBIT,6614,COMPLETED
117087,395,7-Feb-2017,DEBIT,400,DONE
359514,1222,7-Feb-2017,DEBIT,6310,COMPLETED
754235,2574,7-Feb-2017,DEBIT,14319,DONE
689830,2357,7-Feb-2017,DEBIT,6434,COMPLETED
725754,2484,7-Feb-2017,DEBIT,14779,DONE
707248,2423,7-Feb-2017,DEBIT,5671,COMPLETED
565657,1926,7-Feb-2017,DEBIT,4507,DONE
599192,2039,7-Feb-2017,DEBIT,300,DONE
857976,2925,7-Feb-2017,DEBIT,6446,DONE
989749,3374,7-Feb-2017,DEBIT,24784,DONE
207267,704,7-Feb-2017,DEBIT,17477,DONE
2242713,7401,7-Feb-2017,DEBIT,20236,COMPLETED
279,2,7-Feb-2017,DEBIT,20236,COMPLETED
477641,1628,7-Feb-2017,DEBIT,4276,COMPLETED
309327,1054,7-Feb-2017,DEBIT,9650,DONE
307764,1050,7-Feb-2017,DEBIT,25317,COMPLETED
1050257,3593,7-Feb-2017,DEBIT,15787,DONE
796073,2712,7-Feb-2017,DEBIT,400,DONE
758170,2585,7-Feb-2017,DEBIT,4200,DONE
1121966,3834,7-Feb-2017,DEBIT,13875,DONE
101685,346,7-Feb-2017,CREDIT,7900,COMPLETED
83661,280,7-Feb-2017,DEBIT,12043,DONE
711851,2434,7-Feb-2017,DEBIT,4391,DONE
490780,1675,7-Feb-2017,DEBIT,4327,COMPLETED
48643,163,8-Feb-2017,DEBIT,6698,COMPLETED
34887,112,8-Feb-2017,DEBIT,6582,COMPLETED
37883,123,8-Feb-2017,DEBIT,200,DONE
142153,477,8-Feb-2017,DEBIT,16392,DONE
785193,2676,8-Feb-2017,DEBIT,15263,DONE
3314627,11013,8-Feb-2017,DEBIT,42244,COMPLETED
2910390,9640,8-Feb-2017,DEBIT,19106,COMPLETED
2910387,9640,8-Feb-2017,DEBIT,1100,DONE
1256507,4296,8-Feb-2017,DEBIT,18729,DONE
439038,1493,8-Feb-2017,DEBIT,5009,COMPLETED
435765,1481,8-Feb-2017,DEBIT,3098,COMPLETED
811286,2763,8-Feb-2017,CREDIT,18300,COMPLETED
218881,744,8-Feb-2017,DEBIT,5740,COMPLETED
914521,3117,8-Feb-2017,DEBIT,5355,COMPLETED
873125,2974,8-Feb-2017,DEBIT,1100,DONE
618170,2110,8-Feb-2017,DEBIT,3076,COMPLETED
615784,2099,8-Feb-2017,CREDIT,27200,COMPLETED
660837,2256,8-Feb-2017,DEBIT,4729,COMPLETED
1036266,3545,8-Feb-2017,DEBIT,20203,DONE
480217,1637,8-Feb-2017,DEBIT,5718,COMPLETED
1142761,3909,8-Feb-2017,DEBIT,24400,DONE
404593,1378,8-Feb-2017,DEBIT,24419,DONE
716044,2453,8-Feb-2017,DEBIT,3285,COMPLETED
796788,2714,8-Feb-2017,DEBIT,1300,DONE
871634,2970,8-Feb-2017,DEBIT,9658,DONE
757956,2585,8-Feb-2017,DEBIT,14963,DONE
756210,2581,8-Feb-2017,DEBIT,19653,DONE
622630,2124,8-Feb-2017,DEBIT,21431,DONE
505243,1726,8-Feb-2017,DEBIT,13967,DONE
